Security Code,Security Id,Security Name,Status,Group,Face Value,ISIN No,Industry,Instrument
540762,TIINDIA,Tube Investments of India Ltd,Active,B ,1.00,INE974X01010,,Equity
540763,IPRU3013,ICICI Prudential Value Fund Series 18 - Cumulative Option,Active,B ,10.00,INF109KB11Y6,,Equity
540764,IPRU3014,ICICI Prudential Value Fund Series 18 - Dividend Payout Option,Active,B ,10.00,INF109KB12Y4,,Equity
540765,IPRU9215,ICICI Prudential Value Fund Series 18 - Direct Plan Cumulative Option,Active,B ,10.00,INF109KB13Y2,,Equity
540766,IPRU9216,ICICI Prudential Value Fund Series 18 - Direct Plan Dividend Payout Option,Active,B ,10.00,INF109KB14Y0,,Equity
540767,RNAM,Reliance Nippon Life Asset Management Ltd,Active,B ,10.00,INE298J01013,Other Financial Services,Equity
540768,MAHLOG,Mahindra Logistics Ltd,Active,B ,10.00,INE766P01016,Transportation - Logistics,Equity
540769,NIACL,The New India Assurance Company Ltd,Active,B ,5.00,INE470Y01017,General Insurance,Equity
540770,RXXXVS6G,Reliance Fixed Horizon Fund XXXV - Series 6 - Direct Plan Dividend Payout Option,Active,F ,10.00,INF204KB1RZ6,,MF
540771,RXXXVS6Z,Reliance Fixed Horizon Fund XXXV - Series 6 - Direct Plan Growth Option,Active,F ,10.00,INF204KB1RY9,,MF
540772,RXXXVS6D,Reliance Fixed Horizon Fund XXXV - Series 6 - Dividend Payout Option,Active,F ,10.00,INF204KB1RX1,,MF
540773,RXXXVS6X,Reliance Fixed Horizon Fund XXXV - Series 6 -  Growth Option,Active,F ,10.00,INF204KB1RW3,,MF
540774,IFGLEXPOR,IFGL Refractories Ltd,Active,T ,10.00,INE133Y01011,,Equity
540775,KHADIM,Khadim India Ltd,Active,B ,10.00,INE834I01025,Footwear,Equity
540776,5PAISA,5paisa Capital Ltd,Active,T ,10.00,INE618L01018,Other Financial Services,Equity
540777,HDFCLIFE,HDFC Standard Life Insurance Company Ltd,Active,B ,10.00,INE795G01014,Life Insurance,Equity
540778,RCBFIVBDD,RELIANCE CAPITAL BUILDER FUND IV - SERIES B DIRECT PLAN DIVIDEND PAYOUT OPTION,Active,B ,10.00,INF204KB1RV5,,Equity
540779,RCBFIVBDG,RELIANCE CAPITAL BUILDER FUND IV - SERIES B DIRECT PLAN GROWTH OPTION,Active,B ,10.00,INF204KB1RU7,,Equity
540780,RCBFIVBD,RELIANCE CAPITAL BUILDER FUND IV - SERIES B - DIVIDEND PAYOUT OPTION,Active,B ,10.00,INF204KB1RT9,,Equity
540781,RCBFIVBG,RELIANCE CAPITAL BUILDER FUND IV - SERIES B - GROWTH OPTION,Active,B ,10.00,INF204KB1RS1,,Equity
540782,SBRANDS,Sanghvi Brands Ltd,Active,M ,10.00,INE204Y01010,Hotels,Equity
540783,VRLLOGBBPH,VRLLOGBBPH,Active,P ,10.00,,,Equity
540784,RXXXVS7Z,RELIANCE FIXED HORIZON FUND - XXXV - SERIES 7 - DIRECT PLAN GROWTH OPTION,Active,F ,10.00,INF204KB1SC3,,MF
540785,RXXXVS7X,RELIANCE FIXED HORIZON FUND - XXXV - SERIES 7 - GROWTH OPTION,Active,F ,10.00,INF204KB1SA7,,MF
540786,SHARIKA,Sharika Enterprises Ltd,Active,M ,10.00,INE669Y01014,,Equity
555555,SENSEXIWIN,ICICI Prudential Sensex iWIN ETF,Active,B ,10.00,INF346A01034,Other Financial Services,Equity
570001,TATAMTRDVR,Tata Motors  Ltd - DVR,Active,A ,2.00,IN9155A01020,Commercial Vehicles,Equity
570002,FELDVR,Future Enterprises Ltd,Active,B ,2.00,IN9623B01058,Department Stores,Equity
570003,GUJNREDVR,Gujarat NRE Coke  Ltd,Active,B ,10.00,IN9110D01011,Coal,Equity
570004,JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.,Active,B ,2.00,IN9175A01010,Plastic Products,Equity
570005,SCAPDVR,Stampede Capital Ltd - DVR,Active,B ,1.00,INE224E01036,,Equity
580001,STAN,STANDARD CHARTERED PLC,Active,B ,0.05,INE028L21018,Banks,Equity
590003,KARURVYSYA,KARUR VYSYA BANK LTD.,Active,B ,2.00,INE036D01028,Banks,Equity
590005,TIDEWATER,TIDE WATER OIL (INDIA) LTD.,Active,B ,5.00,INE484C01022,Oil Marketing &amp; Distribution,Equity
590006,AMRUTANJAN,AMRUTANJAN HEALTH CARE LTD.-$,Active,B ,2.00,INE098F01023,Pharmaceuticals,Equity
590013,XPROINDIA,XPRO INDIA LTD.,Active,B ,10.00,INE445C01015,Commodity Chemicals,Equity
590018,HISARMET,HISAR METAL INDUSTRIES LTD.-$,Active,T ,10.00,INE598C01011,Iron &amp; Steel/Interm.Products,Equity
590021,BHARATRAS,BHARAT RASAYAN LTD.,Active,B ,10.00,INE838B01013,Agrochemicals,Equity
590022,EASTSILK,EASTERN SILK INDUSTRIES LTD.,Active,B ,2.00,INE962C01027,Textiles,Equity
590024,FACT,FERTILIZERS &amp; CHEMICALS TRAVANCORE LTD.,Active,B ,10.00,INE188A01015,Fertilizers,Equity
590025,GINNIFILA,GINNI FILAMENTS LTD.,Active,B ,10.00,INE424C01010,Textiles,Equity
590030,SPIC,SOUTHERN PETROCHEMICALS LTD.,Active,B ,10.00,INE147A01011,Fertilizers,Equity
590031,DENORA,DE NORA INDIA LTD.,Active,B ,10.00,INE244A01016,Other Industrial Goods,Equity
590041,KAVVERITEL,KAVVERI TELECOM PRODUCTS LTD.-$,Active,B ,10.00,INE641C01019,Telecom Equipment,Equity
590043,HARITASEAT,HARITA SEATING SYSTEMS LTD.-$,Active,B ,10.00,INE939D01015,Auto Parts &amp; Equipment,Equity
590051,SAKSOFT,SAKSOFT LTD.,Active,B ,10.00,INE667G01015,IT Software Products,Equity
590056,SALONACOT,SALONA COTSPIN LTD.,Active,B ,10.00,INE498E01010,Textiles,Equity
590062,ANDHRSUGAR,ANDHRA SUGARS LTD.,Active,B ,10.00,INE715B01013,Commodity Chemicals,Equity
590065,IMPAL,INDIA MOTOR PARTS &amp; ACCESSORIES LTD.,Active,B ,10.00,INE547E01014,Comm.Trading  &amp; Distribution,Equity
590066,KCP,K.C.P.LTD.,Active,B ,1.00,INE805C01028,Cement &amp; Cement Products,Equity
590068,KHAITANLTD,KHAITAN (INDIA) LTD.,Active,B ,10.00,INE731C01018,Comm.Trading  &amp; Distribution,Equity
590070,RADAAN,RADAAN MEDIAWORKS (I) LTD.,Active,B ,2.00,INE874F01027,Movies &amp; Entertainment,Equity
590071,SUNDARMFIN,SUNDARAM FINANCE LTD.,Active,B ,10.00,INE660A01013,Finance (including NBFCs),Equity
590072,SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD.,Active,B ,10.00,INE073D01013,Auto Parts &amp; Equipment,Equity
590073,WHEELS,WHEELS INDIA LTD.,Active,B ,10.00,INE715A01015,Auto Parts &amp; Equipment,Equity
590075,LAMBODHARA,LAMBODHARA TEXTILES LTD.-$,Active,B ,5.00,INE112F01022,Textiles,Equity
590078,MAITHANALL,MAITHAN ALLOYS LTD.,Active,B ,10.00,INE683C01011,Iron &amp; Steel/Interm.Products,Equity
590080,EASTERNGAS,EASTERN GASES LTD.,Active,XD,10.00,INE846C01014,Oil Marketing &amp; Distribution,Equity
590082,LOHIASEC,LOHIA SECURITIES LTD.,Active,XT,10.00,INE803B01017,Other Financial Services,Equity
590086,ORISSAMINE,ORISSA MINERALS DEVELOPMENT COMPANY LTD.,Active,B ,1.00,INE725E01024,Mining,Equity
590095,GOLDBEES,Reliance ETF Gold BeES,Active,E ,100.00,INF732E01102,Other Financial Services,Equity
590096,LIQUIDBEES,Reliance ETF Liquid BeES,Active,E ,1000.00,INF732E01037,Other Financial Services,Equity
590097,KOTAKGOLD,KOTAK MAHINDRA MUTUAL FUND - KOTAK GOLD EXCHANGE TRADED FUND,Active,E ,10.00,INF373I01049,Other Financial Services,Equity
590098,SBIGETS,SBI MUTUAL FUND - SBI GOLD EXCHANGE TRADED SCHEME - GROWTH OPTION,Active,E ,100.00,INF200K01099,Other Financial Services,Equity
590099,QGOLDHALF,QUANTUM GOLD FUND - EXCHANGE TRADED FUND (ETF),Active,E ,100.00,INF082J01010,Other Financial Services,Equity
590101,GOLDSHARE,UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,Active,E ,100.00,INF789F01059,Other Financial Services,Equity
590103,NIFTYBEES,Reliance ETF Nifty BeES,Active,B ,10.00,INF732E01011,Other Financial Services,Equity
590104,JUNIORBEES,Reliance ETF Junior BeES,Active,B ,1.25,INF732E01045,Other Financial Services,Equity
590106,BANKBEES,Reliance ETF Bank BeES,Active,B ,10.00,INF732E01078,Other Financial Services,Equity
590107,KOTAKPSUBK,KOTAK MAHINDRA MUTUAL FUND - KOTAK PSU BANK ETF,Active,B ,10.00,INF373I01023,Other Financial Services,Equity
590108,PSUBNKBEES,Reliance ETF PSU Bank BeES,Active,B ,10.00,INF732E01110,Other Financial Services,Equity
590109,SHARIABEES,Reliance ETF Shariah BeES,Active,B ,10.00,INF732E01128,Other Financial Services,Equity
590110,QNIFTY,QUANTUM MUTUAL FUND - QUANTUM INDEX FUND ETF,Active,B ,10.00,INF082J01028,Other Financial Services,Equity
590113,HNGSNGBEES,Reliance ETF Hang Seng BeES,Active,E ,10.00,INF732E01227,Other Financial Services,Equity
590115,M50,Motilal Oswal MOSt Shares M50 ETF,Active,B ,7.00,INF247L01536,Other Financial Services,Equity
590126,GRADIENTE,GRADIENTE INFOTAINMENT LTD.,Active,XT,10.00,INE361K01017,Advertising &amp; Media,Equity
590128,SHREETULSI,SHREE TULSI ONLINE.COM LTD.,Active,XD,10.00,INE130D01037,IT Consulting &amp; Software,Equity
590130,KANCOTEA,KANCO TEA &amp; INDUSTRIES LTD.,Active,XD,10.00,INE398L01017,Tea &amp; Coffee,Equity
590134,MADRASFERT,Madras Fertilizers Ltd,Active,B ,10.00,INE414A01015,Fertilizers,Equity
600180,HDFCBANK6,HDFC Bank Ltd,Active,A ,2.00,INE040A01026,Banks,Equity - Institutional Series
600251,TRENT6,Trent Ltd [Lakme Ltd],Active,A ,1.00,INE849A01020,Department Stores,Equity - Institutional Series
600690,GSFC6,Gujarat State Fertilizers &amp; ChemLtd,Active,A ,2.00,INE026A01025,Fertilizers,Equity - Institutional Series
600770,TATACHEM6,Tata Chemicals Ltd,Active,A ,10.00,INE092A01019,Commodity Chemicals,Equity - Institutional Series
604000,ELPROINTL6,Elpro International Ltd,Active,XC,2.00,INE579B01021,Other Elect.Equip./ Prod.,Equity - Institutional Series
632642,JSWHL6,Jindal South West Holdings Ltd,Active,B ,10.00,INE824G01012,Holding Companies,Equity - Institutional Series
632757,VOLTAMP6,VOLTAMP TRANSFORMERS Ltd,Active,B ,10.00,INE540H01012,Heavy Electrical Equipment,Equity - Institutional Series
633228,BHARATFIN6,Bharat Financial Inclusion Ltd,Active,T ,10.00,INE180K01011,Finance (including NBFCs),Equity - Institutional Series
638772,NIYOGIN6,Niyogin Fintech Ltd,Active,XT,10.00,INE480D01010,Finance (including NBFCs),Equity - Institutional Series
639207,MANPASAND6,Manpasand Beverages Ltd,Active,B ,10.00,INE122R01018,Non-alcoholic Beverages,Equity - Institutional Series
639844,EQUITAS6,Equitas Holdings Ltd,Active,B ,10.00,INE988K01017,Holding Companies,Equity - Institutional Series
639874,UJJIVAN6,Ujjivan Financial Services Ltd,Active,B ,10.00,INE334L01012,Finance (including NBFCs),Equity - Institutional Series
700005,BLBLEND,Blue Blends (India) Ltd,Active,P ,100.00,NA          ,,Preference Shares
700006,BLBLNDS,Blue Blends India Ltd,Active,P ,100.00,NA          ,,Preference Shares
700010,SKUMSYN,SKumars Nationwide Ltd,Active,P ,100.00,NA          ,,Preference Shares
700018,BLEBLNI,Blue Blends (India) Ltd,Active,P ,100.00,NA          ,,Preference Shares
700028,SKSUGAR,Sakthi Sugars Ltd,Active,P ,100.00,NA          ,,Preference Shares
700061,SKSYNFB,SKumars Nationwide Ltd,Active,P ,100.00,NA          ,,Preference Shares
700062,SKSNFAB,SKumars Nationwide Ltd,Active,P ,100.00,NA          ,,Preference Shares
700063,SKUMSNB,SKumars Nationwide Ltd,Active,P ,100.00,NA          ,,Preference Shares
700064,SKUMARF,SKumars Nationwide Ltd,Active,P ,100.00,NA          ,,Preference Shares
700065,SKUMSYF,SKumars Nationwide Ltd,Active,P ,100.00,NA          ,,Preference Shares
700066,SRIMSPG,Sri Malini Spinning Mills Ltd,Active,P ,10.00,NA          ,,Preference Shares
700085,JSWCRPS,JSW Steel Ltd,Active,F ,10.00,INE019A04016,,Preference Shares
700087,MUKANDCRPS,Mukand Ltd,Active,F ,10.00,INE304A04012,,Preference Shares
700091,TIMEXPS,Timex Group India Ltd,Active,P ,10.00,,,Preference Shares
700099,ABANOFSHCPR,Aban  Offshore Ltd,Active,F ,10.00,INE421A04097,,Preference Shares
700102,TGVSLPS,Sree Rayalaseema Alkalies &amp; Allied,Active,F ,10.00,INE284B04014,,Preference Shares
700110,TIMEXWATCRP,Timex Group India Ltd,Active,F ,10.00,INE064A04020,,Preference Shares
700129,ABAN30DEC06,Aban  Offshore Ltd,Active,F ,10.00,INE421A04071,,Preference Shares
700130,ABAN01MAR07,Aban  Offshore Ltd,Active,F ,10.00,INE421A04063,,Preference Shares
700131,ABAN31MAR07,Aban  Offshore Ltd,Active,F ,10.00,INE421A04089,,Preference Shares
700133,3DPLM,3D PLM Software Solutions Ltd	,Active,F ,68.00,INE657W04017,,Preference Shares
700134,VEDLRPS,Vedanta Ltd,Active,F ,10.00,INE205A04011,,Preference Shares
710028,SKSYNFA,SKumars Nationwide Ltd,Active,P ,100.00,NA          ,,Preference Shares
710045,JCOPOCRPS1,Jhagadia Copper Ltd,Active,F ,100.00,INE666A03065,,Preference Shares
710046,JCOPOCRPS2,Jhagadia Copper Ltd,Active,F ,100.00,INE666A03040,,Preference Shares
710047,JCOPOCRPS3,Jhagadia Copper Ltd,Active,F ,100.00,INE666A03057,,Preference Shares
710048,JCOPOCCRPS4,Jhagadia Copper Ltd,Active,F ,100.00,INE666A03081,,Preference Shares
710055,UPLOCPS,UPL Ltd,Active,F ,10.00,INE628A03024,,Preference Shares
710056,UPLCCPS,UPL Ltd,Active,F ,10.00,INE628A03016,,Preference Shares
715001,9LTFIN18PRF,L&amp;T FINANCE HOLDINGS Ltd,Active,F ,100.00,INE498L04035,,Preference Shares
715003,ILFSTN18PRF,IL&amp;FS Transportation Networks Ltd,Active,F ,10.00,INE975G04024,,Preference Shares
715004,ILFS1606PFA,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04063,,Preference Shares
715005,ILFS1606PFB,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04071,,Preference Shares
715006,1599ILFS21,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04089,,Preference Shares
715010,850LTFH17,L&amp;T FINANCE HOLDINGS Ltd,Active,F ,100.00,INE498L04050,,Preference Shares
715012,835LTFH19B,L&amp;T FINANCE HOLDINGS Ltd,Active,F ,100.00,INE498L04076,,Preference Shares
715013,5LTIDFL22,L&amp;T Infra Debt Fund Ltd,Active,F ,1000000.00,INE235P04024,,Preference Shares
715014,815LTFH2020,L&amp;T FINANCE HOLDINGS Ltd,Active,F ,100.00,INE498L04084,,Preference Shares
715015,1646ILFS22,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04097,,Preference Shares
715016,1646ILFS22A,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04105,,Preference Shares
715017,1646ILFS22B,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04113,,Preference Shares
715018,1646ILFS22C,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04121,,Preference Shares
715019,1646ILFS22D,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04139,,Preference Shares
715020,1646ILFS22E,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04147,,Preference Shares
715021,1646ILFS22F,Infrastructure Leasing &amp; Financial Services Ltd,Active,F ,7500.00,INE871D04154,,Preference Shares
715022,850TCIL22,Thomas Cook (India) Ltd,Active,F ,10.00,INE332A04039,,Preference Shares
715023,ILFS30MAR16,IL&amp;FS Financial Services Ltd,Active,F ,7500.00,INE121H04015,,Preference Shares
715024,001PSL35,Premier Synthetics Ltd,Active,F ,100.00,INE940N04016,,Preference Shares
715025,5LTIDFL24,L&amp;T Infra Debt Fund Ltd,Active,F ,1000000.00,INE235P04040,,Preference Shares
717502,JSWNCPS,JSW Steel Ltd,Active,F ,10.00,INE019A04024,,Preference Shares
717503,ZEENCPS,Zee Entertainment Enterprises Ltd,Active,F ,10.00,INE256A04022,,Preference Shares
780001,JDL,Jaisukh Dealers Ltd,Active,IP,10.00,INE190P01019,,Equity
780002,GSL,Gracious Software Ltd,Active,IP,10.00,INE757P01015,,Equity
780003,KKIL,Kanak Krishi Implements Ltd,Active,IP,10.00,INE013Q01011,,Equity
780004,AUTUMN,Autumn Builders Ltd,Active,IP,10.00,INE733P01016,,Equity
780005,LEAP,Learning Edge Academy of Professionals Ltd,Active,IP,10.00,INE301Q01010,,Equity
780006,DEKSON,Dekson Castings Ltd,Active,IP,1000.00,INE465Q01013,,Equity
780007,PCPL,Premier Chennai Properties Ltd,Active,IP,10.00,INE245Q01019,,Equity
780008,SUPERNOVA,Supernova Advertising Ltd,Active,IP,10.00,INE018Q01010,,Equity
780009,MCL,Madhuban Constructions Ltd,Active,IP,10.00,INE145Q01011,,Equity
780010,KDTWL,K D Trend Wear Ltd,Active,IP,10.00,INE098Q01012,,Equity
780012,GOKULSOL,Gokul Solutions Ltd,Active,IP,10.00,INE909Q01010,,Equity
780013,CITYON,Cityon Systems (India) Ltd,Active,IP,10.00,INE324P01014,,Equity
780014,HASJUICE,Has Lifestyle Ltd,Active,IP,10.00,INE888Q01016,,Equity
780015,SANASATECH,Sanasa Tech Feb Ltd,Active,IP,10.00,INE760Q01017,,Equity
780016,WEBSL,Web Element Solutions Ltd,Active,IP,10.00,INE562Q01017,,Equity
780017,PSAL,Parnav Sports Academy Ltd,Active,IP,10.00,INE935P01017,,Equity
780018,ADHIRAJ,Adhiraj Distributors Ltd,Active,IP,10.00,INE067R01015,,Equity
780019,JIGYASA,Jigyasa Infrastructure Ltd,Active,IP,10.00,INE107Q01011,,Equity
780021,LEGACY,Legacy Mercantile Ltd,Active,IP,10.00,INE241Q01018,,Equity
800009,CG0675S7806,6.75% GOI LOAN 2006/05/15,Active,G ,,,,
800012,CG0700S7909,7.00% GOI LOAN 2009/05/25,Active,G ,,,,
800013,CG0750S8010,7.50% GOI  LOAN 2010/05/12,Active,G ,,,,
800014,800CGS11,8.00% GOI 2011,Active,G ,,,,
800017,900GOI24,9.00% GOI 2013,Active,G ,,,,
800021,CG0950S8408,9.50% GOI LOAN 2008/02/20,Active,G ,,,,
800023,1025GOI12,10.25% GOI 2012,Active,G ,,,,
800028,CG1150S8606,11.50% GOI LOAN 2006/05/12,Active,G ,,,,
800031,CG1150S8707,11.50% GOI LOAN 2007/10/05,Active,G ,,,,
800033,CG1150S8808,11.50% GOI LOAN 2008/05/23,Active,G ,,,,
800035,CG1150S8909,11.50% GOI LOAN 2009/05/15,Active,G ,,,,
800037,CG1150S9010,11.50% GOI LOAN 2010/06/11,Active,G ,,,,
800040,1150GOI11,11.50% GOI 2011,Active,G ,,,,
800043,1200GOI12,12.00% GOI 2011,Active,G ,,,,
800044,CG1250S9207,12.50% GOI LOAN 2007/03/25,Active,G ,,,,
800051,CG1235S9404,12.35% GOI LOAN 2004/05/24,Active,G ,,,,
800058,CG1400A9505,14.00% GOI LOAN 2005/09/11,Active,G ,,,,
800060,CG1400S9606,14.00% GOI LOAN 2006/03/25,Active,G ,,,,
800063,CG1385S9606,13.85% GOI LOAN 2006/06/24,Active,G ,,,,
800064,CG1385A9606,13.85% GOI LOAN 2006/08/26,Active,G ,,,,
800067,CG1365S9707,13.65% GOI LOAN 2007/02/21,Active,G ,,,,
800068,CG1305S9707,13.05% GOI LOAN 2007/04/22,Active,G ,,,,
800073,CG1119S9705,11.19% GOI LOAN 2005/08/12,Active,G ,,,,
800080,CG1200S9808,12.00% GOI LOAN 2008/05/02,Active,G ,,,,
800084,CG1210S9808,12.10% GOI LOAN 2008/06/19,Active,G ,,,,
800087,CG1225S9810,12.25% GOI LOAN 2010/07/02,Active,G ,,,,
800089,CG1222S9808,12.22% GOI LOAN 2008/07/24,Active,G ,,,,
800092,1240GOI13,12.40% GOI 2013,Active,G ,,,,
800094,CG1225S9808,12.25% GOI LOAN 2008/09/08,Active,G ,,,,
800095,1260GOI18,12.60% GOI 2018,Active,G ,,,,
800097,CG1229S9910,12.29% GOI LOAN 2010/01/29,Active,G ,,,,
800098,1232GOI11,12.32% GOI 2011,Active,G ,,,,
800099,CG1199S9909,11.99% GOI LOAN 2009/04/07,Active,G ,,,,
800100,CG1168S9906,11.68% GOI LOAN 2006/04/10,Active,G ,,,,
800101,1230GOI16,12.30% GOI 2016,Active,G ,,,,
800103,CG0990S0005,9.90% GOI LOAN 2005/04/22,Active,G ,,,,
800104,1070GOI20,10.70% GOI 2020,Active,G ,,,,
800108,1103GOI12,11.03% GOI 2012,Active,G ,,,,
800109,CG1100S0006,11.00% GOI LOAN 2006/07/28,Active,G ,,,,
800110,CG1130S0010,11.30% GOI LOAN 2010/07/28,Active,G ,,,,
800111,1143GOI15,11.43% GOI 2015,Active,G ,,,,
800112,CG1140S0008,11.40% GOI LOAN 2008/08/31,Active,G ,,,,
800113,1150GOI11A,11.50% GOI 2011,Active,G ,,,,
800114,1160GOI20,11.60% GOI 2020,Active,G ,,,,
800117,1045GOI18,10.45% GOI 2018,Active,G ,,,,
800118,0981GOI13,9.81% GOI 2013,Active,G ,,,,
800119,1025GOI21,10.25% GOI 2021,Active,G ,,,,
800120,0939GOI11,9.39% GOI 2011,Active,G ,,,,
800121,1003GOI19,10.03% GOI 2019,Active,G ,,,,
800123,1018GOI26,10.18% GOI 2026,Active,G ,,,,
800124,0985GOI15,9.85% GOI 2015,Active,G ,,,,
800130,CG0665S0209,6.65% GOI LOAN 2009/04/05,Active,G ,,,,
800131,0685GOI12,6.85% GOI 2012,Active,G ,,,,
800132,0740GOI12,7.40% GOI 2012,Active,G ,,,,
800133,CG0755S0210,7.55% GOI LOAN 2010/05/14,Active,G ,,,,
800134,0835GOI22,8.35% GOI 2022,Active,G ,,,,
800140,0940GOI12,9.40% GOI 2012,Active,G ,,,,
800145,0795GOI32,7.95% GOI 2032,Active,G ,,,,
800146,0727GOI13,7.27% GOI 2013,Active,G ,,,,
800147,10GOI2014,10% CENTRAL GOVERNMENT 2014,Active,G ,,,,
800148,826GOI2027,8.26% CENTRAL GOVT 2027,Active,GC,,,,
800150,815GOI2022,8.15%GOI2022,Active,GC,,,,
800151,716GOI2023,7.16%GOI2023,Active,GC,,,,
800156,756GOI2014,756GOI2014,Active,G ,,,,
800157,832GOI2032,832GOI2032,Active,G ,,,,
800158,833GOI2036,833GOI2036,Active,GC,,,,
800159,638GOI2039,638GOI2039,Active,GC,,,,
800160,830GOI2040,830GOI2040,Active,GC,,,,
800161,883GOI2041,883GOI2041,Active,GC,,,,
800162,830GOI2042,830GOI2042,Active,GC,,,,
800163,923GOI2043,923GOI2043,Active,GC,,,,
800164,824GOI2027,824GOI2027,Active,GC,,,,
800165,630GOI2023,630GOI2023,Active,GC,,,,
800166,617GOI2023,617GOI2023,Active,GC,,,,
800167,883GOI2023,883GOI2023,Active,GC,,,,
800168,735GOI2024,735GOI2024,Active,GC,,,,
800169,915GOI2024,915GOI2024,Active,GC,,,,
800170,820GOI2025,820GOI2025,Active,GC,,,,
800171,597GOI2025,597GOI2025,Active,G ,,,,
800172,833GOI2026,833GOI2026,Active,GC,,,,
800173,828GOI2027,828GOI2027,Active,GC,,,,
800174,601GOI2028,601GOI2028,Active,GC,,,,
800175,613GOI2028,613GOI2028,Active,GC,,,,
800176,897GOI2030,897GOI2030,Active,GC,,,,
800177,920GOI2030,920GOI2030,Active,GC,,,,
800178,828GOI2032,828GOI2032,Active,GC,,,,
800179,833GOI2032,833GOI2032,Active,G ,,,,
800180,750GOI2034,750GOI2034,Active,GC,,,,
800181,740GOI2035,740GOI2035,Active,GC,,,,
800186,559GOI2016,559GOI2016,Active,G ,,,,
800190,625GOI2018,625GOI2018,Active,GC,,,,
800191,783GOI2018,783GOI2018,Active,GC,,,,
800192,824GOI2018,824GOI2018,Active,GC,,,,
800193,569GOI2018,569GOI2018,Active,GC,,,,
800194,564GOI2019,564GOI2019,Active,GC,,,,
800195,605GOI2019A,605GOI2019A,Active,GC,,,,
800196,728GOI2019,728GOI2019,Active,GC,,,,
800197,605GOI2019,605GOI2019,Active,GC,,,,
800198,690GOI2019,690GOI2019,Active,GC,,,,
800199,635GOI2020,635GOI2020,Active,GC,,,,
800200,819GOI2020,819GOI2020,Active,GC,,,,
800201,780GOI2020,780GOI2020,Active,GC,,,,
800202,812GOI2020,812GOI2020,Active,GC,,,,
800203,980GOI2021,980GOI2021,Active,GC,,,,
800204,794GOI2021,794GOI2021,Active,GC,,,,
800205,879GOI2021,879GOI2021,Active,GC,,,,
800206,820GOI2022,820GOI2022,Active,GC,,,,
800207,808GOI2022,808GOI2022,Active,GC,,,,
800208,587GOI2022,587GOI2022,Active,G ,,,,
800209,813GOI2022,813GOI2022,Active,GC,,,,
800211,824GOI2033,824GOI2033,Active,GC,,,,
800212,1018GOI2026,1018GOI2026,Active,GC,,,,
800213,1160GOI2020,1160GOI2020,Active,GC,,,,
800214,1260GOI2018,1260GOI2018,Active,GC,,,,
800215,1003GOI2019,1003GOI2019,Active,GC,,,,
800216,1070GOI2020,1070GOI2020,Active,GC,,,,
800217,1025GOI2021,1025GOI2021,Active,GC,,,,
800218,815GOI2026,815GOI2026,Active,GC,,,,
800219,860GOI2028,860GOI2028,Active,GC,,,,
800220,795GOI2032,795GOI2032,Active,GC,,,,
800222,1143GOI2015,1143GOI2015,Active,G ,,,,
800223,985GOI2015,985GOI2015,Active,G ,,,,
800224,1071GOI2016,1071GOI2016,Active,G ,,,,
800225,1230GOI2016,1230GOI2016,Active,G ,,,,
800228,1045GOI2018,1045GOI2018,Active,GC,,,,
800229,827GOI2020,827GOI2020,Active,GC,,,,
800230,835GOI2022,835GOI2022,Active,GC,,,,
800231,840GOI2024,840GOI2024,Active,GC,,,,
800235,FRBGOI2016,FRBGOI2016,Active,G ,,,,
800237,FRBGOI2020,FRBGOI2020,Active,G ,,,,
800238,IIGSGOI2023,IIGSGOI2023,Active,G ,,,,
800239,FRBGOI2035,FRBGOI2035,Active,G ,,,,
800240,813CG2045,813CG2045,Active,GC,,,,
800241,773CG2034,773CG2034,Active,GC,,,,
800242,759CG2026,759CG2026,Active,GC,,,,
800243,761CG2030,761CG2030,Active,GC,,,,
800244,768CG2023,768CG2023,Active,GC,,,,
800245,772CG2025,772CG2025,Active,GC,,,,
800246,759CG2029,759CG2029,Active,GC,,,,
800247,788CG2030,788CG2030,Active,GC,,,,
800250,772CG2055,772CG2055,Active,GC,,,,
800251,SGB20151,SGB20151,Active,G ,,,,
800252,SGB2016I,SOVEREIGN GOLD BOND 2016 TRANC,Active,G ,,,,
800253,SGB2016II,SOVEREIGN GOLD BONDS 2016 TRAN,Active,G ,,,,
800254,SGBAUG24,SOVEREIGN GOLD BOND TRANCHE IV,Active,G ,,,,
800256,684GOI2022,684GOI2022,Active,G ,,,,
800257,817GOI2044,817GOI2044,Active,G ,,,,
800258,SGB2016IIA,SOVEREIGN GOLD BOND 2016 TRANC,Active,G ,,,,
